world_id	title_en	title_zh	vision_en	vision_zh
1de64b8b-e9e9-4664-ae1d-8c01f90d1990	Legacy of the Forgotten Bloodline	遗忘血脉的遗产	A young resident of modern Madrid discovers an ancestral power and must cross historic streets, cathedrals, and tunnels while rival factions hunt him.	现代马德里的一名青年觉醒祖传力量，必须穿越历史街区、教堂与地下通道，并躲避争夺其力量的派系。
20cc20ef-ce52-4567-a55e-66908a631c15	Legacy of the Eight Limbs	八肢武艺传承	A young martial artist trains across hidden Bangkok sites, investigates a missing master, and defends the city from threats ordinary people cannot see.	一名年轻武者在曼谷隐秘地点修行、调查师父失踪案，并保护城市免受常人无法看见的威胁。
21a068ed-6353-4d86-8ca9-f882822795c8	Shadows of the Northern Wards	北境守望者之影	One of the last northern wardens guards forgotten roads, investigates an awakening black shard, and chooses between royal aid and a solitary stand.	最后的北境守望者之一守护荒废道路，调查正在苏醒的黑色碎片，并在王国援助与独自抗敌之间选择。
21ce8e9f-a17d-47dd-9ded-8fe14a68dc49	Guardian of Stillness	静寂守护者	A guardian wakes in a Tokyo frozen outside time and must protect motionless districts from shadows while discovering why the clock stopped.	一名守护者在时间停滞的东京醒来，必须保护静止城区免受暗影侵袭，并查明时钟停止的原因。
22f5ea6b-5e7f-4487-9b8c-ebb19c981456	Mortiis' Vengeance	莫提斯的复仇	A bereaved necromancer raises an undead army against the ruler responsible for his loss while deciding how much of the kingdom to sacrifice.	一名丧偶死灵法师召集亡者军团向仇敌君王复仇，同时决定愿意为此牺牲王国的多少部分。
246587eb-a311-43c8-88db-f890a5ab9a4e	Deadly Miniature	致命微缩	A six-centimeter survivor navigates a city that treats tiny people as property, seeking allies and resources while avoiding capture and exploitation.	一名身高六厘米的幸存者穿行于把微缩人当作财物的城市，在躲避抓捕与剥削的同时寻找盟友和资源。
279fa325-6d9c-41ea-b1da-528f80529a05	The Dead Girl's Secret	死者的秘密	A man wakes beside a murdered woman holding a photograph tied to his past and must solve the crime before police and hidden enemies close in.	一名男子在被害女子身旁醒来，发现她握着与自己过去有关的照片，必须在警方与暗处敌人逼近前破案。
2b5b5a28-b41b-40d7-bb32-7d479a7e2089	Highland Silence	高地寂静	A father crosses infected Highland ruins with his son, scavenging supplies, monitoring illness, and searching for a way to stop the spreading rot.	一名父亲带着儿子穿越受感染的高地废墟，搜集物资、监控病变，并寻找阻止腐败蔓延的方法。
2c016241-d243-40d0-af79-239dd07c478a	Pip's Brave Little Roar	皮普勇敢的小吼声	A timid young dinosaur travels through a colorful valley to rescue a lost hatchling and learns courage through small acts of help.	一只胆小的小恐龙穿越多彩山谷寻找失踪幼崽，并在一次次帮助他人的行动中学会勇敢。
2c2e71f5-7503-4395-b6a6-a1ffe41dd696	The Inverted Scribe	倒置书吏	A servant of a cosmic script hunts a rogue warrior through an inverted world, gathers forbidden truths, and decides whether to defy the authors.	一名宇宙剧本的执行者在倒置世界追捕叛逆武者、收集禁忌真相，并决定是否反抗所谓作者。
2d42058d-9313-4434-a586-a6c963864136	The Surplus of Hope	过剩的希望	A disaster auditor sent to punish unusual good fortune secretly helps a perfect town weaponize statistical anomalies against an oppressive bureau.	一名被派去惩罚异常好运的灾难审计员暗中帮助完美小镇利用统计异常，对抗压迫性的管理机构。
2f04cd84-fc04-4dbb-9260-a7583ddb674c	The Worst Best Date Ever: Her Night Out	最糟也最好的约会：她的夜晚	A nervous first date spirals through spilled drinks, surprise encounters, and social mishaps while two people try to form an honest connection.	一场紧张的初次约会接连遭遇洒饮料、意外碰面和社交事故，两个人仍试图建立真诚联系。
3504304f-d908-4500-82b7-e91ae8c192b0	Ashes of Command	灰烬统御	A soldier leads a unit through a post-nuclear wasteland, capturing positions, securing supplies, and balancing alliances against rival commanders.	一名军人带队穿越核战废土，争夺据点、保障补给，并在联盟与敌对指挥官之间维持权力平衡。
3688cb9e-95b9-4714-8e67-2402a7d7aee8	The Steel City Scourge	钢城清剿者	A furious vigilante dismantles a city's criminal supply network by gathering evidence, disrupting operations, and surviving retaliation.	一名愤怒的义警通过搜集证据、破坏犯罪网络并应对报复，逐步清除毒害城市的供应链。
371d060c-702a-4ecb-bdd9-f0e19abd1b24	Hearts Entwined at Rosewood Manor	玫瑰木庄园的交织之心	An antique restorer must share a decaying manor with a difficult architect, repair the estate, resist developers, and build trust over thirty days.	一名古董修复师必须与难相处的建筑师共住破败庄园，在三十天内修复宅邸、抵御开发商并建立信任。
37c00fb7-bdee-4d01-8194-07d9644945b7	The Shadow of the Mask	面具之影	A masked survivor builds influence across dangerous streets where every alliance, confrontation, and betrayal can strengthen or destroy her reputation.	一名戴面具的幸存者在危险街区积累影响力，每次结盟、对抗与背叛都可能巩固或摧毁其声望。
3a3f9988-4ce9-46f0-8525-3199baa98a4b	Echoes of the Star Republic	星际共和国回声	A fallen mystic warrior shapes a galactic civil war through fleet battles, trade, covert deals, and shifting alliances across star systems.	一名失势的神秘武者通过舰队战、贸易、秘密交易与跨星系联盟改变银河内战走向。
3ab39956-4b9e-4ae9-a79d-090a1562d268	Machine Resistance: Infiltration Protocol	机械抵抗：渗透协议	A resistance leader crosses machine-occupied ruins, manages scarce resources, recruits survivors, and sabotages adaptive AI facilities without being detected.	一名抵抗组织领袖穿越机器占领的废墟，管理稀缺资源、招募幸存者，并在不被发现的情况下破坏自适应 AI 设施。
3c7a5421-acc5-450f-b57b-239150397884	Giacomino: Guardian of the Galaxies	贾科米诺：银河守护者	A small black space adventurer armed with laser tools travels between planets to defeat an invader and free Earth.	一名携带激光工具的黑色小冒险家穿梭行星，击败入侵者并解放地球。
3f5c970c-dd2f-44ab-a9ea-024db8128515	Dragon Spirit: Night's End	龙神之体：长夜终章	A student crosses a mystical Hanoi where reality overlaps the spirit world, growing into a hero while deciding how to use dragon power responsibly.	一名学生穿越现实与灵界交叠的神秘河内，在成长为英雄的过程中决定如何负责任地使用龙神力量。
4166ead1-d542-4f6e-91b7-581004f457e7	Winter's Secret: The Woman in White	冬日秘闻：白衣女子	A ski-lodge weekend becomes a romantic supernatural mystery as friends reveal secrets and a local legend begins to manifest.	滑雪旅馆周末逐渐变成浪漫的超自然谜案，朋友们暴露秘密，而当地白衣传说开始显现。
4224835f-4043-4c02-9879-6d740b164e37	Shadows of the Great City	大都市暗影	A city resident discovers a hidden supernatural layer, protects physical and mental health, and evades factions hunting newly awakened people.	一名都市居民发现隐藏的超自然层面，必须维护身心状态并躲避追捕觉醒者的神秘派系。
48a8ab81-d1fb-4ec4-9863-3a819664520b	The Thirteenth Floor	第十三层	A resident explores concrete labyrinths, gathers anomalous clues, and manages a fraying mind to stop a district from fading into gray nothingness.	一名居民探索混凝土迷宫、收集异常线索并控制不断崩溃的理智，以阻止整个街区坠入灰色虚无。
4c05e93d-fb3f-4544-a0f5-f9d5376a13e2	Rise to the Esports Summit	登上电竞之巅	A gifted player rises from a worn internet cafe toward professional competition, balancing training, team offers, public pressure, and mental endurance.	一名天赋选手从老旧网吧走向职业赛场，在训练、战队邀约、公众压力与心理耐力之间做出选择。
4e08246e-da0d-4cb5-bdb9-ecbdaaf7e18e	The Great Orbit Race 2276	2276 轨道大奖赛	A lunar rookie assembles a loyal crew, tunes a high-speed craft, and survives black-market politics to win a dangerous orbital championship.	一名月球新秀组建可靠车组、调校高速飞行器，并在黑市政治中求生，以赢得危险的轨道锦标赛。
5053329f-7ccd-4972-8eb9-c04b4b458901	Maestro Academy: Art of Unity	大师学院：融合艺术	A first-year prodigy studies music, painting, dance, acting, sculpture, and song while challenging rivals and uncovering secrets across an arts academy.	一名一年级天才在艺术学院学习音乐、绘画、舞蹈、表演、雕塑与歌唱，同时挑战对手并揭开校园秘密。
515baa4c-964d-4c2c-a7c4-29d2f266cd25	Enforcer of New Detroit	新底特律执法者	A cybernetic officer restores order during gang conflict and corporate drone deployments while investigating who profits from the escalating violence.	一名义体警员在帮派冲突和企业无人机行动中恢复秩序，并调查谁在不断升级的暴力中获利。
5580dc08-4961-4fe3-8054-6a7d7a899400	Shadows of the Silver Moon	银月暗影	A secret-society investigator examines paranormal cases across ten locations, interviews witnesses, and builds a reputation by resolving genuine threats.	一名秘密协会调查员在十个地点调查灵异案件、询问证人，并通过解决真正威胁建立声望。
5712a1cb-331a-4b72-a595-423d4c485813	Ravenwood Academy: Secret of the Boundary	鸦森学院：边界之秘	A transfer student investigates a school where silence becomes dangerous and shadows reveal clues about a hidden boundary.	一名转学生调查一所沉默会变得危险、暗影会泄露线索的学校，并揭开隐藏边界之谜。
57b3d97e-5c0d-461e-9283-ee429f5d9dcf	The Last Train Home	最后的归乡列车	An engineer keeps an evacuation train moving through a collapsing war zone while searching its carriages for a missing child.	一名工程师在崩溃战区维持疏散列车运转，同时穿过各节车厢寻找失踪儿童。
59c6b31e-7f17-4bad-874a-4304c5fb34e8	The Disasters of Dave	戴夫的灾难日常	An ordinary resident navigates a dysfunctional town's broken bureaucracy, strange neighbors, failing infrastructure, and escalating accidental crises.	一名普通居民应对失灵小镇的破败官僚体系、奇怪邻居、故障设施和不断升级的意外危机。
5a02bbb4-381b-4cb3-9c3f-7739d4c8f1f1	Neo-Rio: Zero Awakens	新里约：零的觉醒	A drone pilot from a vertical district races through watched skies, takes sabotage jobs, and challenges the corporation hunting him after a failed hack.	一名来自垂直城区的无人机驾驶员在受监控的天空竞速、执行破坏任务，并反抗因失败入侵而追捕自己的企业。
5fcb700f-27f0-4bf3-aced-08dd35533b31	Blood and Agave	血脉与龙舌兰	A family heir crosses elite salons and agave fields, choosing between loyalty and love while exposing secrets before a decisive gala.	一名家族继承人往返上流社交场与龙舌兰田，在忠诚与爱情之间选择，并在关键晚宴前揭露秘密。
62d21c53-ce6f-43e4-972b-6232a40967ac	Mars Portal Breach	火星传送门裂口	An orbital marine enters a silent Mars colony where an experimental portal released hostile creatures and must survive long enough to seal it.	一名轨道陆战队员进入寂静的火星殖民地，面对实验传送门释放的敌对生物，并设法生存至封闭裂口。
6354d93f-052f-4a20-ab80-8d46c9db1efe	Falcon of Riyadh	利雅得之鹰	A young outsider enters a powerful Riyadh family network and must shape a reputation amid wealth, loyalty, secrets, and leadership expectations.	一名年轻外来者进入利雅得强大家族网络，必须在财富、忠诚、秘密和领袖期待之间塑造自己的声望。
63b21fd2-3dc7-47cb-b562-a004ef1280f7	The Treehouse of Wonders	奇迹树屋	Two siblings enter magical portals hidden in a backyard treehouse, solve friendly puzzles, and help new companions return home.	兄妹二人通过后院树屋中的魔法传送门进入异世界，解决友善谜题并帮助新伙伴回家。
63cbcf17-322f-4009-ba41-885970bcd930	Battlefield of the Machine Gods	机神战域	A rookie pilot bonds with an old experimental machine and navigates conflict among corporate armies, rebels, and autonomous AI forces.	一名新手驾驶员与古老实验机体建立连接，并周旋于企业军、反抗军和自主 AI 势力的冲突。
645eeda2-0f1e-409f-9cdd-9eeebc9a4701	Winchester Circuit	温彻斯特巡回赛	A student athlete builds a tennis career through training, tournaments, friendships, rivalries, gossip, and a calendar where choices leave lasting social effects.	一名学生运动员通过训练、赛事、友情、竞争与流言建立网球生涯，日程中的选择会留下长期社交后果。
657dcc9e-1e46-4150-9b93-c84607e2d74d	The Smile Protocol	微笑协议	A shadow-born dissident navigates a city where sadness is illegal, hides forbidden emotions, and investigates the system behind compulsory happiness.	一名生于阴影的异见者穿行于悲伤违法的城市，隐藏禁忌情绪，并调查强制快乐背后的系统。
65baf65d-f0f5-4aaf-9e37-ca6152183497	Delta: Echo of Myths	德尔塔：神话回声	A blind adventurer studies the laws of magic by exploring freely, negotiating with peoples and gods, and leaving persistent marks on evolving factions.	一名盲眼冒险者通过自由探索、与各族及神灵谈判来研究魔法规律，并在演化中的派系上留下持久影响。
65fa8d7c-3f7b-473f-91eb-8ed867a93861	Awakening: War of the Relic	觉醒：遗产之战	A cultivator explores a neon city hiding an ancient supernatural order, increases spiritual power, contests factions, and uncovers a relic's truth.	一名修行者探索霓虹都市背后的古老超自然秩序，提升灵力、周旋各方势力并揭开遗物真相。
677f8ac1-a88a-44ab-a3f7-36b8e00c102b	Augmented Shadows	增幅暗影	An augmented investigator follows malfunctions in citizens' implants through corporate conspiracies and must choose between exposing truth and personal survival.	一名义体调查员追查市民植入体故障背后的企业阴谋，并在揭露真相与保全自身之间选择。
6798f026-9ba4-4cf6-b482-1227616ce09b	The Bull of the Underground	地下拳坛之牛	A rising mixed-martial-arts fighter navigates illegal clubs, family honor, betting syndicates, and dangerous relationships where every victory has a price.	一名冉冉升起的综合格斗选手周旋于地下俱乐部、家族荣誉、博彩集团与危险关系，每场胜利都有代价。
6e925497-4529-4da0-8041-cf2455d51fc0	Beat Rebellion: The Last Solo	节拍反抗：最后独奏	In a future where AI controls music, a drummer infiltrates fortified labels and organizes an illegal concert to break mass sonic conditioning.	在 AI 控制音乐的未来，一名鼓手潜入唱片公司堡垒，并组织非法演出以打破大规模声波控制。
70ee1de2-755a-496c-b8a6-b576eb80d623	Fists of Tomorrow	明日之拳	A lone fighter clears hostile streets, tunnels, clubs, and arcades while mercy and intimidation shape the city's response before a final boss confrontation.	一名孤身武者穿过敌对街道、隧道、俱乐部与街机厅，仁慈或威慑会改变城市反应并影响最终首领战。
7518132b-2e34-47c1-91ae-d2a87027441c	Clays of Our Lives	黏土人生	An aspiring creator searches an animated clay world for legendary materials while rival filmmakers and rogue sculptures compete for the same power.	一名创作者在会动的黏土世界寻找传奇材料，同时与竞争导演和失控雕塑争夺同一种力量。
760c1437-97b3-4b13-9a73-385915496b04	Pip Star-Catcher and the Sleeping Beacon	捕星者皮普与沉睡灯塔	A young inventor collects fallen stars across floating islands and solves puzzles on the way to awaken a celestial lighthouse.	一名年轻发明家在浮空岛间收集坠落星辰、解决谜题，并前往唤醒天界灯塔。
77c521d6-6f50-448a-bfed-be071a8efefe	The Worst Best Date Ever: His Big Chance	最糟也最好的约会：他的机会	A man on an important date must abandon performative confidence, respond honestly to mishaps, and keep ego from ruining a genuine connection.	一名男子在重要约会中必须放下装出来的自信，真诚应对意外，并避免自尊毁掉真实联系。
77d725bf-5896-453e-ba8c-f9762ee72f8e	Project Nexus: The Price of Evolution	枢纽计划：进化代价	A scientist in a neural research complex confronts an awakening AI while choices alter system stability, colleague trust, and civilization's future.	神经研究设施中的科学家面对正在觉醒的 AI，每个选择都会改变系统稳定、同事信任和文明未来。
78407b91-c011-48dd-a6fb-84f5b8e1d876	Vector Corporation: The Endless Office	矢量公司：无尽办公室	An invisible office worker tries to terminate a contract and escape an impossible corporate building using camouflage and a reality-bending stapler.	一名隐形职员试图解除合同并逃离内部无限扩张的公司大楼，依靠伪装和能扭曲现实的订书机求生。
7b20e82c-40e4-47b5-b201-1a6eb209a696	Eclipseborn	蚀生者	After an eclipse awakens sightless predators, a fortified-town survivor gathers resources, rallies allies, and builds a reputation as humanity's shield.	日食唤醒无眼掠食者后，一名堡垒小镇幸存者收集资源、召集盟友，并以人类之盾的身份积累声望。
7b785f67-fd8d-4796-ae6c-6399f52897eb	The Last Drawn Blade	最后拔刀	A young survivor finds an old sword in a ruined city where swordsmen are hunted and must hide, restore lost techniques, or openly resist.	一名青年在猎杀剑士的废城拾起古刀，必须在隐藏身份、复原失传技艺或公开反抗之间选择。
8066241e-ef4f-4024-9c7f-0265d73600e1	The Accidental Fugitive	意外逃亡者	After causing an international crisis by mistake, an ordinary person must evade pursuers, find allies, uncover what really happened, and escape.	一名普通人因意外引发国际危机，必须躲避追捕、寻找盟友、查清真相并设法逃脱。
83a7b6bf-f26a-439b-b5d7-7a88117f0c28	Frontier Prospector	边境勘探者	A prospector stranded on a hostile frontier scavenges, crafts, tracks vital signs, crosses dangerous biomes, and races to complete a contract before extraction closes.	一名被困敌对边境的勘探者搜集、制造、监控生命指标并穿越危险生态区，在撤离窗口关闭前完成合同。
84d57b41-f470-4db8-9521-0f277938c51f	The Runaway Wedding	逃跑的婚礼	A wedding photographer races across Italy after a runaway bride, managing stress, career reputation, personal feelings, and the search for a defining photograph.	一名婚礼摄影师追随逃跑新娘横穿意大利，同时管理压力、职业声誉、个人感情，并寻找决定性的照片。
86da788c-c9e4-4510-8359-35c363734e36	The Warp Stranger	异界来客	A psychic space soldier is stranded in a medieval fantasy realm and builds a reputation through guild quests, alliances, conquests, and unsettling future technology.	一名灵能太空战士被困中世纪奇幻世界，通过公会任务、联盟、征服和令人不安的未来科技建立声望。
8756d416-253f-410b-b74c-2c6d74883fdb	Kings of Porto Sombra	暗港街王	A street survivor gains and loses reputation by controlling territory, negotiating with factions, betraying rivals, and enduring retaliation in an endless city struggle.	一名街头幸存者通过控制领地、与派系谈判、背叛对手并承受报复，在无尽城市斗争中积累或失去声望。
87e9b41b-5ac1-4251-9527-302b890d8abd	Portal Custodian Quest	传送门管理员奇遇	A veteran custodian is pulled through a portal into an eccentric alien world and turns maintenance skills, alliances, and clever logistics into influence.	一名资深管理员被传送门卷入古怪外星世界，并把维护技能、联盟和聪明物流转化为影响力。
8f551554-17e8-44da-8396-57f5a8042d04	Trombone Tangle	长号迷局	A musician becomes entangled in criminal jobs and federal surveillance, using performance, negotiation, and divided loyalties to survive an endless reputation game.	一名乐手卷入犯罪差事与联邦监控，依靠演奏、谈判和多方周旋在无尽声望游戏中求生。
8ffe08ce-7c48-46db-b118-839c5bc9e043	Machine Hunter: Frontier's Call	机械猎手：边境召唤	A skilled hunter scans and overrides robotic beasts, crafts specialized traps, and navigates tribal rivalries to stop a hostile control intelligence.	一名熟练猎手扫描并控制机械兽、制作专用陷阱，并周旋部族关系以阻止敌对控制智能。
90764a9b-9942-41ae-99cf-6de9c3ba2c37	Wildbond: The Untamed Frontier	荒野灵契	A young spirit tamer captures, fuses, or releases creatures while building a reputation through battles, alliances, exploration, and territorial choices.	一名年轻驭灵师在捕捉、融合或放归生灵之间选择，并通过战斗、联盟、探索与领地决策建立声望。
91ee3501-a9a4-443b-b90b-163442cfb0bf	Rise of the Kingdom	王国崛起	A low-born knight gains a claim after the king's death and must navigate court intrigue, command armies, and forge alliances to reunite the realm.	国王死后，一名出身卑微的骑士意外获得继承权，必须周旋宫廷、统领军队并缔结联盟以统一王国。
948dc0de-a7ab-4de1-a43d-3eeb0a265c15	Humanity's Fade	人性消逝	A survivor moves silently through a city harvested by light-absorbing aliens, managing supplies and sanity while desperate humans become equal threats.	一名幸存者在被吸光外星生物收割的城市中潜行，管理物资与理智，而绝望的人类也成为同等威胁。
951261be-19bc-4b0f-8ccf-6d3ca51520a7	Cracou the Werewolf: Shadow War	狼人克拉库：暗影战争	A newly transformed werewolf crosses eighteenth-century colonies caught between revolution, vampire conflict, hostile wilderness, and personal survival.	一名新近变身的狼人在十八世纪殖民地穿行，面对独立战争、吸血鬼冲突、荒野威胁和自身生存难题。
98616f79-ece1-4d6a-be47-3daae37e11e0	Shadows of Avarun	阿瓦伦暗影	A dark traveler explores a vast continent, recovers hidden relics, forges alliances, and races to stop an ancient traitor's spreading shadow.	一名黑暗旅者探索广阔大陆、找回隐秘遗物、缔结联盟，并阻止远古叛徒的暗影蔓延。
986d43cc-7c05-4d20-9d81-0a0283790156	The Rise of Rust	锈蚀崛起	A death-metal bassist recruits a band, survives the underground scene, resists corporate control, and fights to reach a career-defining stage.	一名死亡金属贝斯手组建乐队、在地下音乐圈求生、抵抗企业控制，并争取登上决定生涯的舞台。
9a8188c4-a14e-4194-beb8-eec520f44e83	The Way of the Unyielding Blade	不屈之刃	A final street guardian uses a legendary courage blade to confront bullies and petty tyrants while restoring hope across a fearful city.	最后的街头守护者挥舞象征勇气的传奇长剑，对抗霸凌者与小暴君，并在恐惧城市中重建希望。
9b81b88c-790e-4975-9dfe-293b75d5f61f	Ben's Big City Blunders	本的大城市糗事	A newcomer handles office politics, disastrous dates, rent, and daily embarrassments while trying to preserve dignity and a working bank balance.	一名城市新人应对办公室政治、灾难约会、房租和日常尴尬，同时努力保住尊严与银行余额。
9c4995cc-0882-434e-8784-d4152d260b42	Los Reyes Underworld	洛斯雷耶斯地下世界	A street operator starts with nothing and gains power through jobs, alliances, betrayals, and confrontations while the city remembers every choice.	一名街头行动者从零开始，通过差事、联盟、背叛与对抗获取权力，而城市会记住每个选择。
9cb28ae7-d112-4f93-9eaf-cd3de814513b	The Desync Chronicles	失同步纪事	A hero acts in the lost instants between animation frames, restoring deleted pieces of reality before a null pathway erases the world.	一名英雄在动画帧之间遗失的瞬间行动，在空白路径抹除世界前恢复被删除的现实碎片。
9d042ecd-efcd-4e1d-810a-89da5430914a	Journey of the Medicine Sage	药神行旅	A wandering healer follows scattered prescriptions, treats unusual plagues, meets hidden peoples, and decides whether a forgotten medical legacy should return.	一名流浪药师追寻散落药方、治疗异常疫病、结识隐秘族群，并决定被遗忘的医药传承是否应当重现。
a0071f99-f642-476d-b26d-27d2bbde6c8e	Neon Idol Survival	霓虹偶像生存记	An aspiring performer trains across neon districts, negotiates agencies, and balances stamina, confidence, skill, and reputation on the path to debut.	一名练习生穿梭霓虹城区、与经纪机构周旋，并在出道之路上平衡体力、自信、技能和声望。
a1ae0b9d-63e2-4d62-9d38-4d80d028dd00	BrightBrick: The Deep Scourge	明砖世界：深渊疫害	A master miner descends through cubic caverns, gathers rare ore, builds defenses, and searches for a cure to corruption spreading across the surface.	一名采矿大师深入方块洞窟、收集稀有矿石、修筑防线，并寻找治愈地表腐化的方法。
a1d22fbd-4da2-439f-b8fb-41f39b10e929	The Roar of Aurelia	奥瑞利亚之吼	A dispossessed fighter rises through a brutal arena hierarchy, balancing public favor, patron demands, rival combatants, and the price of freedom.	一名失去土地的斗士在残酷竞技场等级中崛起，平衡观众支持、主办者要求、对手和自由的代价。
a3cb96c1-e345-4a2f-a4eb-7e77a1fadb59	Vitya's Chaotic Apocalypse	维佳的混乱末日	A plumber caught between crime and an alien outbreak manages pursuit, a volatile device, family pressure, and the survival of his hometown.	一名水管工卷入犯罪与外星疫情，必须同时处理追捕、危险装置、家庭压力和家乡存亡。
a3cddf88-1209-423c-9aa5-bc7d2b161b8c	Los Reyes: Shadow Street	洛斯雷耶斯：暗影街	A calculating operator rises through a ruthless city by navigating gangs, betrayals, and opportunities while reputation, health, and resources remain fragile.	一名精于算计的行动者在残酷城市中周旋帮派、背叛与机会，而声望、健康和资源始终脆弱。
a66eb5d1-d617-474e-8d0a-552a6d3b6783	Iron Streets Empire	铁街帝国	A war veteran builds power in a postwar industrial city, navigating razor gangs, corrupt officials, rival bookmakers, and unstable loyalties.	一名退伍军人在战后工业城市建立势力，周旋于刀锋帮派、腐败官员、竞争庄家与不稳定忠诚。
aa6c2d4c-6c8a-4d1d-8fbe-ca4527c058c3	Descent to the World Heart	深入世界之心	A disgraced geologist leads a team through a newly opened abyss, managing scarce resources and ancient ecosystems before a planetary machine resets Earth.	一名失势地质学家带队深入新出现的深渊，在行星机器重置地球前管理稀缺资源并面对古老生态。
aaad02c2-bc95-4ea1-b8eb-ba4b07696d60	Echoes of the Void Gate	虚空之门回声	An explorer crosses enigmatic gates in an endless void, solves their riddles, and reconstructs a forgotten vessel's purpose from lost cultures.	一名探索者穿过无尽虚空中的神秘门户、解决谜题，并从失落文明遗迹中重建遗忘飞船的用途。
adc9f361-eef3-4ce0-846c-4e9529235ecc	The Saint of the Clouds	云端圣徒	A former operative with a golden arm climbs a vertical megacity carrying a forbidden chip while corporations and elite hunters close in.	一名拥有金色义臂的前行动人员携带禁忌芯片攀登垂直巨城，同时躲避企业和精英猎手追杀。
